recipe_id,recipe_name,ingredients,calorie,protein,fat,carbohydrate,vitamin_a,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,vitamin_b6,vitamin_b12,niacin,folic_acid,vitamin_c,biotin,total_choline,sodium,potassium,magnesium,iron,zinc,calcium,phosphorus,selenium,iodine,copper,manganese
8758,辣椒回锅肉,"甜椒：40g猪肉：30g豆油：5g精盐：0.5g蒜苗：2g生抽：1g醋：2g大蒜：2g姜：2g, 甜椒：40g, 猪肉：30g, 豆油：5g, 精盐：0.5g, 蒜苗：2g, 生抽：1g, 醋：2g, 大蒜：2g, 姜：2g",157 kcal,5.16 g,14.14 g,2.40 g,7.42 μg RAE,,5.05 mg α-TE,,0.10 mg,0.05 mg,0.05 mg,0.00 μg,1.46 mg,9.73 μg,52.88 mg,1.83 μg,,283.47 mg,89.82 mg,6.77 mg,0.72 mg,0.64 mg,4.60 mg,42.60 mg,2.67 μg,0.58 μg,0.05 mg,0.17 mg
8759,烧白玉,"冬瓜：150g豆油：5g精盐：0.5g鸡精：0.5g生抽：1g酱油：1g蚝油：1g白砂糖：1g, 冬瓜：150g, 豆油：5g, 精盐：0.5g, 鸡精：0.5g, 生抽：1g, 酱油：1g, 蚝油：1g, 白砂糖：1g",67 kcal,0.64 g,5.31 g,5.01 g,,,4.71 mg α-TE,,0.00 mg,0.00 mg,0.03 mg,0.00 μg,0.36 mg,14.37 μg,24.00 mg,0.33 μg,,460.41 mg,93.00 mg,17.05 mg,0.40 mg,0.21 mg,19.82 mg,19.89 mg,0.07 μg,2.71 μg,0.03 mg,0.06 mg
8760,番茄煨豆腐,"豆腐：50g番茄：50g豆油：5g精盐：0.5g酱油：1g甘薯粉：2g鸡精：0.5g白砂糖：1g葱：2g, 豆腐：50g, 番茄：50g, 豆油：5g, 精盐：0.5g, 酱油：1g, 甘薯粉：2g, 鸡精：0.5g, 白砂糖：1g, 葱：2g",125 kcal,5.24 g,9.17 g,6.13 g,16.94 μg RAE,,9.07 mg α-TE,,0.04 mg,0.02 mg,0.05 mg,0.00 μg,0.34 mg,24.62 μg,7.42 mg,4.75 μg,16.60 mg,357.94 mg,150.76 mg,41.66 mg,1.30 mg,0.51 mg,58.26 mg,71.56 mg,1.33 μg,4.35 μg,0.06 mg,0.11 mg
8761,芹菜炒百合,"芹菜：75g百合：15g豆油：3g精盐：0.5g鸡精：0.5g白砂糖：1g甘薯粉：2g, 芹菜：75g, 百合：15g, 豆油：3g, 精盐：0.5g, 鸡精：0.5g, 白砂糖：1g, 甘薯粉：2g",74 kcal,0.88 g,3.18 g,10.93 g,1.54 μg RAE,,2.79 mg α-TE,,0.01 mg,0.03 mg,0.05 mg,0.00 μg,0.28 mg,21.51 μg,4.20 mg,0.83 μg,,417.37 mg,174.47 mg,20.63 mg,0.59 mg,0.23 mg,14.30 mg,19.76 mg,0.15 μg,0.13 μg,0.06 mg,0.10 mg
8762,青笋肉片,"莴笋：50g猪肉：30g豆油：3g精盐：0.5g黄酒：2g酱油：1g, 莴笋：50g, 猪肉：30g, 豆油：3g, 精盐：0.5g, 黄酒：2g, 酱油：1g",79 kcal,6.68 g,4.91 g,1.95 g,19.70 μg RAE,0.00 μg,2.99 mg α-TE,0.00 μg,0.17 mg,0.04 mg,0.00 mg,0.00 μg,1.87 mg,2.43 μg,2.00 mg,,4.25 mg,289.88 mg,201.55 mg,18.96 mg,1.52 mg,1.12 mg,15.28 mg,83.37 mg,3.15 μg,0.59 μg,0.07 mg,0.14 mg
8763,冬瓜烩肉片,"冬瓜：100g猪肉：30g胡萝卜：10g豆油：5g精盐：0.5g味精：1g姜：2g大葱：3g, 冬瓜：100g, 猪肉：30g, 胡萝卜：10g, 豆油：5g, 精盐：0.5g, 味精：1g, 姜：2g, 大葱：3g",106 kcal,6.95 g,7.10 g,4.24 g,47.75 μg RAE,,4.83 mg α-TE,,0.16 mg,0.03 mg,0.02 mg,0.00 μg,1.90 mg,14.35 μg,17.43 mg,0.37 μg,0.88 mg,305.91 mg,174.26 mg,20.09 mg,1.26 mg,1.08 mg,20.83 mg,71.76 mg,2.96 μg,2.48 μg,0.06 mg,0.16 mg
8764,肉末烧冬瓜,"冬瓜：100g猪肉：30g豆油：5g精盐：0.5g生抽：1g酱油：1g黄酒：2g豌豆淀粉：3g姜：2g大葱：3g葱：2g, 冬瓜：100g, 猪肉：30g, 豆油：5g, 精盐：0.5g, 生抽：1g, 酱油：1g, 黄酒：2g, 豌豆淀粉：3g, 姜：2g, 大葱：3g, 葱：2g",112 kcal,6.64 g,7.09 g,5.84 g,14.75 μg RAE,0.00 μg,4.80 mg α-TE,0.00 μg,0.16 mg,0.03 mg,0.02 mg,0.00 μg,1.89 mg,13.03 μg,16.55 mg,0.25 μg,,339.00 mg,168.18 mg,21.25 mg,1.36 mg,1.10 mg,19.83 mg,72.89 mg,2.94 μg,2.39 μg,0.05 mg,0.16 mg
8765,蘑菇烧肉,"蘑菇：100g猪肉：30g豆油：3g精盐：0.5g, 蘑菇：100g, 猪肉：30g, 豆油：3g, 精盐：0.5g",150 kcal,7.23 g,12.13 g,4.10 g,5.50 μg RAE,,3.55 mg α-TE,,0.17 mg,0.39 mg,,,5.23 mg,3.27 μg,2.00 mg,1.32 μg,,222.05 mg,377.56 mg,15.90 mg,1.66 mg,1.48 mg,8.30 mg,130.51 mg,2.93 μg,1.30 μg,0.53 mg,0.13 mg
8766,苦瓜猪肉煲,"苦瓜：100g猪肉：30g辣椒：1g香菇：3g豆油：5g精盐：0.5g大蒜：2g, 苦瓜：100g, 猪肉：30g, 辣椒：1g, 香菇：3g, 豆油：5g, 精盐：0.5g, 大蒜：2g",180 kcal,6.37 g,14.29 g,7.87 g,15.43 μg RAE,,6.02 mg α-TE,,0.13 mg,0.12 mg,,0.00 μg,2.36 mg,8.01 μg,56.29 mg,1.73 μg,,217.64 mg,351.49 mg,29.49 mg,1.61 mg,1.23 mg,21.35 mg,84.73 mg,3.01 μg,1.76 μg,0.15 mg,0.37 mg
8767,苦瓜烧牛肉,"苦瓜：100g牛肉：40g豆油：5g精盐：0.5g白砂糖：1g酱油：1g, 苦瓜：100g, 牛肉：40g, 豆油：5g, 精盐：0.5g, 白砂糖：1g, 酱油：1g",117 kcal,9.58 g,6.10 g,6.52 g,9.60 μg RAE,,5.83 mg α-TE,,0.05 mg,0.08 mg,,,2.39 mg,1.44 μg,56.00 mg,0.36 μg,,282.52 mg,344.44 mg,28.55 mg,1.83 mg,2.46 mg,17.62 mg,110.27 mg,1.77 μg,3.36 μg,0.09 mg,0.20 mg
8768,蘑菇烧牛肉,"蘑菇：100g牛肉：40g豆油：3g精盐：0.5g大蒜：2g姜：2g, 蘑菇：100g, 牛肉：40g, 豆油：3g, 精盐：0.5g, 大蒜：2g, 姜：2g",99 kcal,11.32 g,4.11 g,5.24 g,2.66 μg RAE,,3.70 mg α-TE,,0.10 mg,0.40 mg,,,5.99 mg,1.51 μg,2.18 mg,0.36 μg,,231.08 mg,406.20 mg,20.80 mg,2.23 mg,3.01 mg,9.46 mg,169.57 mg,2.01 μg,3.03 μg,0.51 mg,0.21 mg
8769,苦瓜排骨羹,"苦瓜：50g猪大排：30g饮用水：200g精盐：3g鸡精：2g江米酒：5g姜：3g饮用水：200g, 苦瓜：50g, 猪大排：30g, 饮用水：200g, 精盐：3g, 鸡精：2g, 江米酒：5g, 姜：3g, 饮用水：200g",100 kcal,6.32 g,6.25 g,3.92 g,8.02 μg RAE,0.00 μg,0.46 mg α-TE,0.00 μg,0.26 mg,0.07 mg,0.00 mg,0.00 μg,1.82 mg,1.77 μg,28.12 mg,1.63 μg,,1588.12 mg,229.23 mg,19.82 mg,0.69 mg,0.93 mg,31.83 mg,57.52 mg,3.37 μg,1.51 μg,0.07 mg,0.23 mg
8770,青椒烧鸡翅,"甜椒：40g鸡翅：50g豆油：5g精盐：0.5g味精：1g白砂糖：1g豆瓣酱：2g胡椒粉：1g豌豆淀粉：3g姜：2g, 甜椒：40g, 鸡翅：50g, 豆油：5g, 精盐：0.5g, 味精：1g, 白砂糖：1g, 豆瓣酱：2g, 胡椒粉：1g, 豌豆淀粉：3g, 姜：2g",178 kcal,10.70 g,11.00 g,9.27 g,16.50 μg RAE,,5.04 mg α-TE,,0.01 mg,0.05 mg,0.18 mg,0.00 μg,2.42 mg,4.43 μg,52.04 mg,2.83 μg,6.30 mg,424.24 mg,125.78 mg,13.14 mg,1.07 mg,0.31 mg,7.34 mg,52.79 mg,4.81 μg,0.61 μg,0.02 mg,0.16 mg
8771,鸡丝青笋,"莴笋：50g鸡胸脯肉：25g芝麻油：1g辣椒油：1g精盐：0.5g白砂糖：1g醋：2g胡萝卜：10g香菜：1g豆油：3g芝麻酱：3g酱油：1g, 莴笋：50g, 鸡胸脯肉：25g, 芝麻油：1g, 辣椒油：1g, 精盐：0.5g, 白砂糖：1g, 醋：2g, 胡萝卜：10g, 香菜：1g, 豆油：3g, 芝麻酱：3g, 酱油：1g",111 kcal,7.45 g,7.14 g,4.37 g,43.51 μg RAE,,5.65 mg α-TE,,0.03 mg,0.04 mg,0.13 mg,,3.54 mg,6.70 μg,3.78 mg,0.53 μg,8.58 mg,297.77 mg,231.83 mg,27.35 mg,2.65 mg,0.45 mg,52.85 mg,92.76 mg,3.50 μg,1.08 μg,0.08 mg,0.26 mg
8772,鸡丝拌黄瓜,"鸡胸脯肉：25g黄瓜：50g芝麻油：1g精盐：0.5g白砂糖：1g醋：2g, 鸡胸脯肉：25g, 黄瓜：50g, 芝麻油：1g, 精盐：0.5g, 白砂糖：1g, 醋：2g",52 kcal,6.59 g,1.59 g,2.70 g,4.75 μg RAE,,1.04 mg α-TE,,0.03 mg,0.04 mg,0.13 mg,,3.12 mg,4.73 μg,4.50 mg,0.38 μg,6.45 mg,215.46 mg,141.39 mg,14.83 mg,0.66 mg,0.19 mg,12.99 mg,56.54 mg,3.19 μg,1.34 μg,0.03 mg,0.10 mg
8773,榛蘑炖鸡肉,"蘑菇：100g鸡胸脯肉：50g豆油：3g精盐：0.5g酱油：1g白砂糖：1g胡椒粉：1g, 蘑菇：100g, 鸡胸脯肉：50g, 豆油：3g, 精盐：0.5g, 酱油：1g, 白砂糖：1g, 胡椒粉：1g",119 kcal,15.16 g,4.07 g,6.27 g,2.60 μg RAE,,3.56 mg α-TE,,0.12 mg,0.38 mg,0.25 mg,,10.02 mg,0.35 μg,2.00 mg,0.75 μg,6.90 mg,285.03 mg,483.62 mg,27.97 mg,1.96 mg,1.10 mg,7.88 mg,183.05 mg,6.53 μg,3.00 μg,0.50 mg,0.15 mg
8774,辣椒鸡肉丝,"甜椒：80g鸡胸脯肉：50g蚝油：1g酱油：1g胡椒粉：1g黄酒：2g豆油：5g精盐：0.5g大蒜：2g姜：2g大葱：3g, 甜椒：80g, 鸡胸脯肉：50g, 蚝油：1g, 酱油：1g, 胡椒粉：1g, 黄酒：2g, 豆油：5g, 精盐：0.5g, 大蒜：2g, 姜：2g, 大葱：3g",129 kcal,13.47 g,6.15 g,5.15 g,6.61 μg RAE,0.00 μg,5.21 mg α-TE,0.00 μg,0.06 mg,0.05 mg,0.35 mg,0.00 μg,6.38 mg,9.55 μg,104.27 mg,1.73 μg,6.90 mg,321.29 mg,184.69 mg,18.68 mg,0.86 mg,0.24 mg,5.61 mg,92.84 mg,6.36 μg,2.67 μg,0.02 mg,0.15 mg
8775,家常黄瓜炒鸡蛋,"黄瓜：100g鸡蛋：60g豆油：5g精盐：0.5g大葱：3g味精：1g豌豆淀粉：3g, 黄瓜：100g, 鸡蛋：60g, 豆油：5g, 精盐：0.5g, 大葱：3g, 味精：1g, 豌豆淀粉：3g",158 kcal,9.13 g,10.37 g,7.33 g,161.15 μg RAE,,5.82 mg α-TE,,0.07 mg,0.15 mg,0.00 mg,0.00 μg,0.34 mg,77.49 μg,9.09 mg,5.66 μg,156.00 mg,362.58 mg,200.75 mg,21.83 mg,1.65 mg,0.78 mg,61.37 mg,103.44 mg,8.79 μg,14.50 μg,0.17 mg,0.13 mg
8776,虾米烧冬瓜,"冬瓜：100g虾米：15g豆油：5g精盐：0.5g姜：2g大葱：3g味精：1g白砂糖：1g味精：1g, 冬瓜：100g, 虾米：15g, 豆油：5g, 精盐：0.5g, 姜：2g, 大葱：3g, 味精：1g, 白砂糖：1g, 味精：1g",96 kcal,7.72 g,5.61 g,4.18 g,3.30 μg RAE,,4.91 mg α-TE,,0.00 mg,0.02 mg,0.02 mg,0.00 μg,1.00 mg,16.41 μg,16.13 mg,0.22 μg,,1096.91 mg,146.35 mg,46.69 mg,1.93 mg,0.73 mg,100.28 mg,112.38 mg,11.37 μg,60.89 μg,0.37 mg,0.26 mg
8777,小米粥,"小米：25g饮用水(农夫山泉牌)：100g, 小米：25g, 饮用水(农夫山泉牌)：100g",90 kcal,2.25 g,0.78 g,18.78 g,2.00 μg RAE,0.00 μg,0.91 mg α-TE,0.00 μg,0.08 mg,0.03 mg,0.00 mg,0.00 μg,0.38 mg,7.40 μg,0.00 mg,1.73 μg,12.65 mg,5.18 mg,73.00 mg,27.75 mg,1.28 mg,0.51 mg,15.25 mg,57.25 mg,1.19 μg,0.20 μg,0.14 mg,0.22 mg
8778,丝瓜炒土豆片,"丝瓜：50g马铃薯：100g豆油：5g精盐：0.5g辣椒：1g大蒜：2g, 丝瓜：50g, 马铃薯：100g, 豆油：5g, 精盐：0.5g, 辣椒：1g, 大蒜：2g",142 kcal,3.49 g,5.42 g,20.92 g,10.37 μg RAE,,5.33 mg α-TE,,0.11 mg,0.05 mg,0.33 mg,0.00 μg,1.37 mg,20.54 μg,16.14 mg,5.31 μg,,205.51 mg,423.67 mg,35.78 mg,0.75 mg,0.49 mg,28.56 mg,68.19 mg,0.66 μg,1.96 μg,0.14 mg,0.18 mg
8779,红萝卜炒香芹,"芹菜：75g胡萝卜：30g豆油：3g精盐：0.5g味精：1g, 芹菜：75g, 胡萝卜：30g, 豆油：3g, 精盐：0.5g, 味精：1g",49 kcal,1.00 g,3.21 g,5.03 g,104.10 μg RAE,,2.88 mg α-TE,,0.01 mg,0.03 mg,0.10 mg,0.00 μg,0.17 mg,27.57 μg,4.20 mg,1.76 μg,2.64 mg,439.32 mg,131.90 mg,17.57 mg,0.32 mg,0.21 mg,20.85 mg,21.40 mg,0.25 μg,0.36 μg,0.04 mg,0.07 mg
8780,萝卜刀鱼,"带鱼：80g胡萝卜：40g豆油：3g味精：1g酱油：1g精盐：0.5g, 带鱼：80g, 胡萝卜：40g, 豆油：3g, 味精：1g, 酱油：1g, 精盐：0.5g",130 kcal,14.94 g,6.44 g,3.61 g,152.00 μg RAE,,3.25 mg α-TE,,0.02 mg,0.07 mg,0.08 mg,1.62 μg,1.18 mg,8.16 μg,3.60 mg,3.00 μg,89.84 mg,581.28 mg,339.97 mg,32.93 mg,1.17 mg,1.91 mg,357.76 mg,243.09 mg,21.57 μg,33.14 μg,0.09 mg,0.13 mg
8781,洋葱拌黄瓜,"洋葱：50g黄瓜：50g豆油：5g精盐：0.5g, 洋葱：50g, 黄瓜：50g, 豆油：5g, 精盐：0.5g",73 kcal,0.95 g,5.20 g,5.95 g,5.00 μg RAE,,4.97 mg α-TE,,0.03 mg,0.04 mg,,,0.25 mg,12.35 μg,8.50 mg,,6.05 mg,201.46 mg,124.72 mg,15.16 mg,0.66 mg,0.26 mg,24.76 mg,31.85 mg,0.66 μg,1.10 μg,0.07 mg,0.12 mg
8782,茄子炖胡萝卜,"茄子：50g胡萝卜：40g豆油：5g精盐：0.5g白砂糖：1g酱油：1g大葱：3g大蒜：2g, 茄子：50g, 胡萝卜：40g, 豆油：5g, 精盐：0.5g, 白砂糖：1g, 酱油：1g, 大葱：3g, 大蒜：2g",78 kcal,1.15 g,5.19 g,7.51 g,139.01 μg RAE,,5.36 mg α-TE,,0.01 mg,0.03 mg,0.06 mg,0.00 μg,0.35 mg,14.67 μg,6.33 mg,1.96 μg,3.52 mg,306.02 mg,131.58 mg,16.35 mg,0.62 mg,0.30 mg,27.09 mg,32.26 mg,0.57 μg,0.90 μg,0.09 mg,0.15 mg
8783,腐竹拌香芹,"芹菜：50g腐竹：20g芝麻油：2g精盐：0.5g味精：1g白砂糖：1g, 芹菜：50g, 腐竹：20g, 芝麻油：2g, 精盐：0.5g, 味精：1g, 白砂糖：1g",124 kcal,9.52 g,6.43 g,7.28 g,1.00 μg RAE,,6.94 mg α-TE,,0.04 mg,0.02 mg,0.03 mg,0.00 μg,0.27 mg,43.82 μg,1.00 mg,8.43 μg,6.82 mg,366.68 mg,174.76 mg,22.37 mg,3.47 mg,0.81 mg,24.39 mg,63.50 mg,1.39 μg,,0.28 mg,0.56 mg
8784,冬瓜烧鸡,"鸡胸脯肉：50g冬瓜：100g豆油：3g精盐：0.5g酱油：1g五香粉：1g, 鸡胸脯肉：50g, 冬瓜：100g, 豆油：3g, 精盐：0.5g, 酱油：1g, 五香粉：1g",101 kcal,12.67 g,4.23 g,3.53 g,1.50 μg RAE,,3.14 mg α-TE,,0.04 mg,0.03 mg,0.27 mg,0.00 μg,6.24 mg,9.75 μg,16.00 mg,0.95 μg,6.90 mg,279.75 mg,238.41 mg,26.54 mg,1.10 mg,0.30 mg,15.47 mg,98.91 mg,5.98 μg,3.32 μg,0.03 mg,0.05 mg
8785,小炒香菇瓜条,"香菇：50g黄瓜：50g豆油：3g精盐：0.5g大葱：3g辣椒：1g, 香菇：50g, 黄瓜：50g, 豆油：3g, 精盐：0.5g, 大葱：3g, 辣椒：1g",52 kcal,1.70 g,3.38 g,4.79 g,6.96 μg RAE,,3.32 mg α-TE,,0.01 mg,0.07 mg,0.00 mg,0.00 μg,1.22 mg,26.30 μg,5.09 mg,0.43 μg,3.00 mg,200.69 mg,74.37 mg,15.28 mg,0.56 mg,0.47 mg,16.91 mg,42.46 mg,1.52 μg,1.61 μg,0.10 mg,0.19 mg
8786,韭菜豆芽炒香干,"韭菜：50g绿豆芽：50g豆腐干：25g豆油：5g精盐：0.5g鸡精：0.5g醋：2g胡椒粉：1g大蒜：2g, 韭菜：50g, 绿豆芽：50g, 豆腐干：25g, 豆油：5g, 精盐：0.5g, 鸡精：0.5g, 醋：2g, 胡椒粉：1g, 大蒜：2g",124 kcal,6.06 g,8.12 g,7.53 g,67.66 μg RAE,,8.21 mg α-TE,36.90 μg,0.04 mg,0.05 mg,0.12 mg,0.00 μg,0.77 mg,56.61 μg,3.14 mg,3.30 μg,3.05 mg,394.86 mg,186.01 mg,40.38 mg,2.63 mg,0.80 mg,142.69 mg,82.16 mg,2.80 μg,14.75 μg,0.17 mg,0.51 mg
8787,小鸡焖冬瓜,"鸡胸脯肉：50g冬瓜：100g豆油：3g精盐：0.5g味精：1g胡椒粉：1g黄酒：2g, 鸡胸脯肉：50g, 冬瓜：100g, 豆油：3g, 精盐：0.5g, 味精：1g, 胡椒粉：1g, 黄酒：2g",104 kcal,13.13 g,4.17 g,3.74 g,1.60 μg RAE,0.00 μg,3.04 mg α-TE,0.00 μg,0.04 mg,0.03 mg,0.27 mg,0.00 μg,6.23 mg,9.75 μg,16.00 mg,0.95 μg,6.90 mg,303.66 mg,225.76 mg,25.75 mg,0.78 mg,0.28 mg,14.84 mg,98.39 mg,6.01 μg,3.38 μg,0.02 mg,0.07 mg
8788,炒鲜蘑,"蘑菇：140g豆油：3g精盐：0.5g酱油：1g鸡精：0.5g甘薯粉：2g白砂糖：1g香菜：1g, 蘑菇：140g, 豆油：3g, 精盐：0.5g, 酱油：1g, 鸡精：0.5g, 甘薯粉：2g, 白砂糖：1g, 香菜：1g",74 kcal,3.96 g,3.15 g,8.68 g,2.41 μg RAE,,3.58 mg α-TE,,0.11 mg,0.49 mg,,,5.64 mg,1.55 μg,3.28 mg,0.00 μg,,361.24 mg,444.86 mg,19.47 mg,2.09 mg,1.34 mg,11.47 mg,134.99 mg,0.86 μg,2.02 μg,0.69 mg,0.18 mg
8789,菌菇炒菜心,"蘑菇：50g小白菜：50g豆油：3g精盐：0.5g味精：1g黄酒：2g, 蘑菇：50g, 小白菜：50g, 豆油：3g, 精盐：0.5g, 味精：1g, 黄酒：2g",50 kcal,2.48 g,3.20 g,3.52 g,77.50 μg RAE,0.00 μg,3.27 mg α-TE,0.00 μg,0.05 mg,0.21 mg,0.04 mg,0.00 μg,2.01 mg,21.80 μg,33.00 mg,0.65 μg,,348.66 mg,214.72 mg,20.97 mg,1.34 mg,0.62 mg,63.82 mg,60.67 mg,0.51 μg,3.15 μg,0.26 mg,0.17 mg
8790,蒜香小油菜,"油菜：150g大蒜：10g豆油：5g精盐：2g鸡精：3g, 油菜：150g, 大蒜：10g, 豆油：5g, 精盐：2g, 鸡精：3g",85 kcal,2.72 g,5.85 g,6.74 g,135.30 μg RAE,,4.76 mg α-TE,30.75 μg,0.03 mg,0.09 mg,0.12 mg,0.00 μg,0.91 mg,161.73 μg,0.70 mg,0.02 μg,,1464.91 mg,295.77 mg,39.85 mg,1.62 mg,0.63 mg,227.23 mg,48.53 mg,1.48 μg,7.85 μg,0.08 mg,0.41 mg
8791,蒜汁蒸茄子,"茄子：150g大蒜：10g味精：2g精盐：1g白砂糖：2g豆油：5g, 茄子：150g, 大蒜：10g, 味精：2g, 精盐：1g, 白砂糖：2g, 豆油：5g",105 kcal,2.90 g,5.32 g,12.64 g,6.30 μg RAE,,6.45 mg α-TE,,0.03 mg,0.07 mg,,,0.97 mg,18.30 μg,8.20 mg,2.10 μg,,566.63 mg,243.67 mg,21.97 mg,1.01 mg,0.50 mg,43.17 mg,46.79 mg,1.06 μg,1.20 μg,0.18 mg,0.26 mg
8792,芹菜拌腐竹,"芹菜：100g腐竹：20g芝麻油：2g精盐：0.5g, 芹菜：100g, 腐竹：20g, 芝麻油：2g, 精盐：0.5g",123 kcal,9.32 g,6.53 g,7.56 g,2.00 μg RAE,,6.94 mg α-TE,,0.04 mg,0.03 mg,0.06 mg,0.00 μg,0.38 mg,58.12 μg,2.00 mg,8.98 μg,6.82 mg,368.28 mg,238.67 mg,30.27 mg,3.55 mg,0.88 mg,30.69 mg,69.88 mg,1.41 μg,,0.29 mg,0.57 mg
8793,凉拌鸡丝茄子,"茄子：100g鸡胸脯肉：50g精盐：0.5g鸡精：0.5g酱油：1g香菜：1g酱油：1g芝麻油：1g, 茄子：100g, 鸡胸脯肉：50g, 精盐：0.5g, 鸡精：0.5g, 酱油：1g, 香菜：1g, 酱油：1g, 芝麻油：1g",94 kcal,13.59 g,2.16 g,5.62 g,6.47 μg RAE,,2.04 mg α-TE,,0.06 mg,0.07 mg,0.25 mg,,6.64 mg,14.10 μg,5.48 mg,2.15 μg,6.90 mg,434.32 mg,318.47 mg,30.50 mg,1.25 mg,0.38 mg,27.07 mg,112.94 mg,6.41 μg,2.62 μg,0.11 mg,0.17 mg
8794,百合拌西红柿,"百合：50g番茄：50g芝麻油：2g精盐：0.5g白砂糖：1g白醋：2g, 百合：50g, 番茄：50g, 芝麻油：2g, 精盐：0.5g, 白砂糖：1g, 白醋：2g",113 kcal,2.05 g,2.15 g,22.05 g,15.50 μg RAE,,1.58 mg α-TE,,0.02 mg,0.03 mg,0.03 mg,0.00 μg,0.60 mg,4.15 μg,16.00 mg,1.15 μg,3.35 mg,209.30 mg,344.86 mg,27.70 mg,0.70 mg,0.31 mg,8.51 mg,42.66 mg,0.12 μg,0.35 μg,0.14 mg,0.23 mg
8795,西红柿炖扁豆,"扁豆：50g番茄：50g豆油：5g精盐：0.5g洋葱：10g甜椒：10g酱油：1g鸡精：0.5g胡椒粉：1g, 扁豆：50g, 番茄：50g, 豆油：5g, 精盐：0.5g, 洋葱：10g, 甜椒：10g, 酱油：1g, 鸡精：0.5g, 胡椒粉：1g",81 kcal,2.02 g,5.27 g,7.66 g,18.90 μg RAE,,4.91 mg α-TE,,0.04 mg,0.04 mg,0.04 mg,0.00 μg,0.48 mg,6.86 μg,21.80 mg,2.52 μg,3.96 mg,355.99 mg,191.27 mg,26.01 mg,0.71 mg,0.28 mg,34.38 mg,44.84 mg,0.24 μg,1.51 μg,0.07 mg,0.15 mg
8796,茄子辣椒烧土豆,"茄子：50g马铃薯：50g甜椒：40g豆油：5g精盐：0.5g白砂糖：1g酱油：1g大蒜：2g姜：2g大葱：3g豌豆淀粉：3g, 茄子：50g, 马铃薯：50g, 甜椒：40g, 豆油：5g, 精盐：0.5g, 白砂糖：1g, 酱油：1g, 大蒜：2g, 姜：2g, 大葱：3g, 豌豆淀粉：3g",123 kcal,2.48 g,5.30 g,17.31 g,5.11 μg RAE,,5.57 mg α-TE,,0.07 mg,0.04 mg,0.19 mg,0.00 μg,1.07 mg,18.79 μg,61.77 mg,3.30 μg,,260.83 mg,263.47 mg,21.75 mg,0.77 mg,0.37 mg,20.09 mg,40.58 mg,0.72 μg,1.55 μg,0.11 mg,0.25 mg
8797,青椒香干,"甜椒：80g豆腐干：25g豆油：5g精盐：0.5g酱油：1g鸡精：0.5g大蒜：2g, 甜椒：80g, 豆腐干：25g, 豆油：5g, 精盐：0.5g, 酱油：1g, 鸡精：0.5g, 大蒜：2g",114 kcal,4.73 g,8.00 g,6.25 g,5.36 μg RAE,,8.25 mg α-TE,,0.03 mg,0.03 mg,0.10 mg,0.00 μg,0.44 mg,22.33 μg,104.14 mg,2.61 μg,3.05 mg,431.34 mg,44.32 mg,19.40 mg,2.01 mg,0.54 mg,113.99 mg,48.56 mg,2.17 μg,12.58 μg,0.11 mg,0.31 mg
8798,辣椒炒洋葱,"甜椒：40g洋葱：50g豆油：5g精盐：0.5g味精：1g大蒜：2g, 甜椒：40g, 洋葱：50g, 豆油：5g, 精盐：0.5g, 味精：1g, 大蒜：2g",78 kcal,1.44 g,5.18 g,6.84 g,3.46 μg RAE,,4.90 mg α-TE,,0.03 mg,0.03 mg,0.05 mg,0.00 μg,0.32 mg,12.16 μg,56.14 mg,0.48 μg,3.05 mg,281.00 mg,79.80 mg,8.15 mg,0.44 mg,0.19 mg,14.54 mg,22.23 mg,0.69 μg,1.04 μg,0.04 mg,0.11 mg
8799,鱿鱼炒辣椒,"鱿鱼：45g甜椒：40g豆油：3g精盐：0.5g鸡精：0.5g, 鱿鱼：45g, 甜椒：40g, 豆油：3g, 精盐：0.5g, 鸡精：0.5g",69 kcal,8.10 g,3.45 g,1.68 g,9.60 μg RAE,,3.37 mg α-TE,,0.01 mg,0.02 mg,0.05 mg,0.00 μg,0.16 mg,4.42 μg,52.00 mg,0.48 μg,,351.64 mg,7.80 mg,27.56 mg,0.31 mg,0.64 mg,19.89 mg,27.54 mg,6.31 μg,0.57 μg,0.09 mg,0.04 mg
8800,茄汁茄条,"番茄：50g茄子：50g生抽：1g豆油：5g精盐：0.5g白砂糖：1g, 番茄：50g, 茄子：50g, 生抽：1g, 豆油：5g, 精盐：0.5g, 白砂糖：1g",68 kcal,1.05 g,5.20 g,5.10 g,17.50 μg RAE,,5.43 mg α-TE,,0.02 mg,0.03 mg,0.03 mg,0.00 μg,0.56 mg,10.46 μg,9.50 mg,1.88 μg,3.35 mg,268.21 mg,164.19 mg,12.98 mg,0.50 mg,0.23 mg,15.12 mg,24.52 mg,0.26 μg,0.76 μg,0.08 mg,0.12 mg
