recipe_id,recipe_name,ingredients,calorie,protein,fat,carbohydrate,vitamin_a,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,vitamin_b6,vitamin_b12,niacin,folic_acid,vitamin_c,biotin,total_choline,sodium,potassium,magnesium,iron,zinc,calcium,phosphorus,selenium,iodine,copper,manganese
8712,西葫芦烩香菇,"西葫芦：50g香菇：50g豆油：5g精盐：0.5g淀粉：2g, 西葫芦：50g, 香菇：50g, 豆油：5g, 精盐：0.5g, 淀粉：2g",75 kcal,1.50 g,5.25 g,6.14 g,1.50 μg RAE,,4.82 mg α-TE,,0.01 mg,0.06 mg,,,1.10 mg,24.36 μg,3.50 mg,,,201.01 mg,56.86 mg,10.16 mg,0.45 mg,0.44 mg,9.70 mg,36.15 mg,1.44 μg,1.45 μg,0.09 mg,0.17 mg
8713,角瓜炒牛肉,"西葫芦：50g牛肉：40g豆油：5g精盐：2g, 西葫芦：50g, 牛肉：40g, 豆油：5g, 精盐：2g",100 kcal,8.92 g,6.10 g,2.42 g,3.10 μg RAE,,5.15 mg α-TE,,0.03 mg,0.07 mg,,,2.07 mg,5.04 μg,3.00 mg,0.36 μg,,814.61 mg,131.23 mg,13.49 mg,1.19 mg,2.15 mg,10.59 mg,81.65 mg,1.55 μg,2.04 μg,0.05 mg,0.06 mg
8714,蘑菇扒青菜,"蘑菇：50g油菜：100g豆油：10g盐：2g味精：1g, 蘑菇：50g, 油菜：100g, 豆油：10g, 盐：2g, 味精：1g",119 kcal,3.05 g,10.54 g,4.32 g,90.50 μg RAE,,9.59 mg α-TE,20.50 μg,0.06 mg,0.23 mg,0.08 mg,0.00 μg,2.55 mg,107.60 μg,1.00 mg,,,946.16 mg,331.62 mg,30.91 mg,1.73 mg,0.88 mg,153.74 mg,70.74 mg,1.04 μg,5.35 μg,0.30 mg,0.35 mg
8715,爆炒蘑菇韭菜,"韭菜：50g蘑菇：100g豆油：5g精盐：0.5g蚝油：1g大蒜：2g姜：2g, 韭菜：50g, 蘑菇：100g, 豆油：5g, 精盐：0.5g, 蚝油：1g, 大蒜：2g, 姜：2g",86 kcal,4.03 g,5.31 g,7.12 g,67.56 μg RAE,,5.52 mg α-TE,36.90 μg,0.10 mg,0.38 mg,0.10 mg,0.00 μg,4.45 mg,30.67 μg,3.18 mg,1.15 μg,,252.10 mg,441.96 mg,24.06 mg,1.70 mg,1.12 mg,29.72 mg,119.41 mg,1.29 μg,2.89 μg,0.53 mg,0.32 mg
8716,蘑菇滑鸡片,"蘑菇：50g鸡胸脯肉：50g豆油：3g精盐：0.5g甘薯粉：2g胡椒粉：1g鸡蛋白：15g, 蘑菇：50g, 鸡胸脯肉：50g, 豆油：3g, 精盐：0.5g, 甘薯粉：2g, 胡椒粉：1g, 鸡蛋白：15g",118 kcal,15.54 g,4.04 g,5.21 g,2.14 μg RAE,,3.28 mg α-TE,,0.09 mg,0.26 mg,0.25 mg,,8.03 mg,0.35 μg,1.00 mg,0.75 μg,7.07 mg,235.75 mg,345.32 mg,25.17 mg,1.70 mg,0.64 mg,6.03 mg,136.87 mg,7.35 μg,2.33 μg,0.27 mg,0.10 mg
8717,蘑菇炒白菜片,"蘑菇：50g小白菜：50g豆油：3g精盐：0.5g味精：1g酱油：1g黄酒：2g醋：2g胡椒粉：1g淀粉：2g大蒜：2g姜：2g大葱：3g, 蘑菇：50g, 小白菜：50g, 豆油：3g, 精盐：0.5g, 味精：1g, 酱油：1g, 黄酒：2g, 醋：2g, 胡椒粉：1g, 淀粉：2g, 大蒜：2g, 姜：2g, 大葱：3g",67 kcal,2.83 g,3.25 g,6.92 g,77.81 μg RAE,0.00 μg,3.29 mg α-TE,0.00 μg,0.05 mg,0.21 mg,0.04 mg,0.00 μg,2.12 mg,22.39 μg,33.27 mg,0.67 μg,,413.22 mg,239.83 mg,25.45 mg,1.74 mg,0.70 mg,68.13 mg,70.46 mg,0.72 μg,3.38 μg,0.26 mg,0.34 mg
8718,菠菜鲜菇,"蘑菇：50g菠菜：50g豆油：3g精盐：0.5g味精：1g, 蘑菇：50g, 菠菜：50g, 豆油：3g, 精盐：0.5g, 味精：1g",56 kcal,3.05 g,3.20 g,4.57 g,122.00 μg RAE,,3.94 mg α-TE,,0.06 mg,0.24 mg,,,2.30 mg,43.95 μg,17.00 mg,,,325.06 mg,311.70 mg,34.67 mg,2.13 mg,0.92 mg,37.50 mg,70.75 mg,0.79 μg,2.95 μg,0.30 mg,0.41 mg
8719,蘑菇扒油菜,"蘑菇：50g油菜：100g平菇：10g生抽：5g蒜：2g葱：2g盐：2g, 蘑菇：50g, 油菜：100g, 平菇：10g, 生抽：5g, 蒜：2g, 葱：2g, 盐：2g",33 kcal,3.20 g,0.60 g,5.18 g,90.76 μg RAE,,0.38 mg α-TE,20.50 μg,0.07 mg,0.26 mg,0.08 mg,0.00 μg,2.93 mg,108.92 μg,1.60 mg,0.62 μg,,1184.26 mg,382.42 mg,34.13 mg,1.79 mg,0.88 mg,154.78 mg,84.39 mg,1.27 μg,5.61 μg,0.29 mg,0.34 mg
8720,鲜拌腐竹,"腐竹：20g胡萝卜：10g精盐：0.5g味精：1g芝麻油：1g黄瓜：15g, 腐竹：20g, 胡萝卜：10g, 精盐：0.5g, 味精：1g, 芝麻油：1g, 黄瓜：15g",110 kcal,9.54 g,5.39 g,6.05 g,35.60 μg RAE,,6.37 mg α-TE,,0.03 mg,0.01 mg,,,0.25 mg,32.93 μg,2.65 mg,8.03 μg,8.60 mg,291.35 mg,145.01 mg,17.96 mg,3.52 mg,0.79 mg,23.40 mg,63.18 mg,1.47 μg,0.27 μg,0.28 mg,0.56 mg
8721,腐竹烧草鱼,"腐竹：25g草鱼：80g豆油：5g精盐：0.5g生抽：1g黄酒：2g鸡精：0.5g白砂糖：1g葱：2g姜：2g大葱：3g, 腐竹：25g, 草鱼：80g, 豆油：5g, 精盐：0.5g, 生抽：1g, 黄酒：2g, 鸡精：0.5g, 白砂糖：1g, 葱：2g, 姜：2g, 大葱：3g",259 kcal,24.65 g,14.63 g,7.08 g,10.35 μg RAE,0.00 μg,13.24 mg α-TE,0.00 μg,0.06 mg,0.11 mg,0.08 mg,0.00 μg,2.50 mg,54.00 μg,0.55 mg,10.38 μg,21.81 mg,399.03 mg,401.86 mg,44.66 mg,5.01 mg,1.70 mg,55.14 mg,236.66 mg,7.06 μg,5.35 μg,0.38 mg,0.79 mg
8722,草菇青笋汤,"香菇：25g莴笋：25g饮用水：150g豆油：10g泡椒：3g盐：2g姜：5g, 香菇：25g, 莴笋：25g, 饮用水：150g, 豆油：10g, 泡椒：3g, 盐：2g, 姜：5g",116 kcal,1.30 g,10.41 g,5.52 g,9.40 μg RAE,0.00 μg,9.43 mg α-TE,0.00 μg,0.01 mg,0.04 mg,0.00 mg,0.00 μg,0.66 mg,10.58 μg,1.25 mg,0.14 μg,2.97 mg,876.14 mg,69.96 mg,9.61 mg,4.83 mg,0.58 mg,18.86 mg,28.07 mg,0.98 μg,1.00 μg,0.12 mg,0.70 mg
8723,番茄烩草菇,"蘑菇：50g番茄：50g豆油：3g精盐：0.5g, 蘑菇：50g, 番茄：50g, 豆油：3g, 精盐：0.5g",47 kcal,1.80 g,3.15 g,3.70 g,16.00 μg RAE,,3.28 mg α-TE,,0.05 mg,0.19 mg,0.03 mg,0.00 μg,2.25 mg,4.15 μg,8.00 mg,1.15 μg,3.35 mg,205.71 mg,245.66 mg,11.60 mg,0.77 mg,0.55 mg,5.50 mg,59.21 mg,0.29 μg,1.00 μg,0.27 mg,0.10 mg
8724,香菇炒黄瓜,"香菇：50g黄瓜：50g豆油：3g精盐：0.5g, 香菇：50g, 黄瓜：50g, 豆油：3g, 精盐：0.5g",48 kcal,1.50 g,3.25 g,4.05 g,4.00 μg RAE,,3.04 mg α-TE,,0.01 mg,0.06 mg,,,1.10 mg,25.20 μg,5.00 mg,,3.00 mg,199.86 mg,61.16 mg,13.10 mg,0.47 mg,0.45 mg,13.50 mg,38.71 mg,1.49 μg,1.55 μg,0.09 mg,0.17 mg
8725,白玉冬菇,"香菇：50g冬瓜：100g豆油：3g精盐：0.5g, 香菇：50g, 冬瓜：100g, 豆油：3g, 精盐：0.5g",50 kcal,1.40 g,3.35 g,5.00 g,,,2.83 mg α-TE,,,0.04 mg,0.02 mg,0.00 μg,1.22 mg,30.05 μg,16.50 mg,0.20 μg,,200.21 mg,67.16 mg,15.60 mg,0.32 mg,0.46 mg,13.50 mg,37.71 mg,1.32 μg,2.75 μg,0.07 mg,0.16 mg
8726,枸杞小米粥,"小米：25g枸杞子：10g饮用水：200g, 小米：25g, 枸杞子：10g, 饮用水：200g",119 kcal,3.64 g,0.93 g,25.19 g,164.50 μg RAE,0.00 μg,1.05 mg α-TE,0.00 μg,0.12 mg,0.08 mg,0.00 mg,0.00 μg,0.78 mg,7.40 μg,4.80 mg,1.73 μg,12.65 mg,34.49 mg,118.40 mg,38.35 mg,1.82 mg,0.70 mg,26.25 mg,78.15 mg,2.52 μg,0.20 μg,0.24 mg,0.31 mg
8727,炝炒黄豆芽,"黄豆芽：120g大蒜：2g姜：2g大葱：3g蚝油：1g味精：1g白砂糖：1g豌豆淀粉：3g, 黄豆芽：120g, 大蒜：2g, 姜：2g, 大葱：3g, 蚝油：1g, 味精：1g, 白砂糖：1g, 豌豆淀粉：3g",78 kcal,6.00 g,1.94 g,10.16 g,3.81 μg RAE,,0.98 mg α-TE,,0.05 mg,0.08 mg,0.07 mg,0.00 μg,0.76 mg,12.48 μg,9.87 mg,4.94 μg,,134.70 mg,207.42 mg,26.80 mg,1.21 mg,0.69 mg,29.37 mg,92.53 mg,1.23 μg,12.81 μg,0.17 mg,0.52 mg
8728,绿豆芽炒肉丁,"绿豆芽：100g猪肉：30g大蒜：2g姜：2g大葱：3g豆油：5g精盐：0.5g味精：1g酱油：1g白砂糖：1g豌豆淀粉：3g, 绿豆芽：100g, 猪肉：30g, 大蒜：2g, 姜：2g, 大葱：3g, 豆油：5g, 精盐：0.5g, 味精：1g, 酱油：1g, 白砂糖：1g, 豌豆淀粉：3g",182 kcal,6.86 g,14.15 g,7.31 g,5.71 μg RAE,,4.87 mg α-TE,,0.11 mg,0.06 mg,0.03 mg,0.00 μg,1.64 mg,28.55 μg,4.27 mg,2.34 μg,,379.62 mg,116.41 mg,26.12 mg,1.02 mg,0.83 mg,21.39 mg,61.42 mg,2.74 μg,3.01 μg,0.10 mg,0.20 mg
8729,金瓜小米粥,1、准备食材：南瓜、小米；,118 kcal,2.50 g,0.82 g,25.64 g,27.90 μg RAE,0.00 μg,1.04 mg α-TE,0.00 μg,0.09 mg,0.04 mg,0.00 mg,0.00 μg,0.52 mg,11.22 μg,2.80 mg,2.15 μg,12.65 mg,7.53 mg,125.00 mg,31.20 mg,1.45 mg,0.58 mg,24.35 mg,66.05 mg,1.35 μg,0.45 μg,0.15 mg,0.25 mg
8730,南瓜香米粥,"南瓜：35g小米：50g饮用水：200g枸杞子：5g芝麻：2g, 南瓜：35g, 小米：50g, 饮用水：200g, 枸杞子：5g, 芝麻：2g",215 kcal,5.82 g,2.46 g,43.25 g,111.15 μg RAE,0.00 μg,2.79 mg α-TE,0.00 μg,0.21 mg,0.09 mg,0.00 mg,0.00 μg,1.17 mg,19.94 μg,5.20 mg,3.87 μg,25.82 mg,23.88 mg,223.77 mg,67.14 mg,3.24 mg,1.22 mg,51.50 mg,143.61 mg,3.27 μg,0.65 μg,0.36 mg,0.54 mg
8731,鸡丝拌豆皮,"鸡胸脯肉：50g千张：50g芝麻油：1g辣椒油：1g精盐：0.5g白砂糖：1g醋：2g胡萝卜：10g香菜：1g豆油：3g, 鸡胸脯肉：50g, 千张：50g, 芝麻油：1g, 辣椒油：1g, 精盐：0.5g, 白砂糖：1g, 醋：2g, 胡萝卜：10g, 香菜：1g, 豆油：3g",244 kcal,24.71 g,13.98 g,5.09 g,38.75 μg RAE,,16.30 mg α-TE,,0.06 mg,0.06 mg,0.25 mg,,6.19 mg,3.88 μg,1.78 mg,0.90 μg,7.78 mg,242.29 mg,242.45 mg,56.15 mg,4.05 mg,1.47 mg,162.34 mg,244.94 mg,6.89 μg,1.81 μg,0.25 mg,1.09 mg
8732,豌豆炒茄子,"茄子：50g豌豆：35g豆油：5g精盐：0.5g生抽：1g绵白糖：1g, 茄子：50g, 豌豆：35g, 豆油：5g, 精盐：0.5g, 生抽：1g, 绵白糖：1g",99 kcal,3.19 g,5.21 g,10.86 g,8.30 μg RAE,,5.64 mg α-TE,,0.16 mg,0.05 mg,,,1.12 mg,35.22 μg,7.40 mg,0.73 μg,,263.80 mg,190.86 mg,22.02 mg,0.99 mg,0.62 mg,20.33 mg,56.92 mg,0.87 μg,0.73 μg,0.14 mg,0.32 mg
8733,辣椒炒腐竹,"甜椒：80g腐竹：20g豆油：5g精盐：0.5g生抽：1g, 甜椒：80g, 腐竹：20g, 豆油：5g, 精盐：0.5g, 生抽：1g",152 kcal,9.77 g,9.50 g,7.50 g,4.80 μg RAE,,10.55 mg α-TE,,0.05 mg,0.03 mg,0.10 mg,0.00 μg,0.48 mg,38.45 μg,104.00 mg,8.87 μg,6.82 mg,265.96 mg,114.24 mg,14.65 mg,3.44 mg,0.79 mg,16.32 mg,57.74 mg,1.65 μg,0.89 μg,0.27 mg,0.53 mg
8734,香芹炒腐竹,"芹菜：100g腐竹：20g豆油：3g精盐：0.5g, 芹菜：100g, 腐竹：20g, 豆油：3g, 精盐：0.5g",132 kcal,9.32 g,7.54 g,7.56 g,2.00 μg RAE,,8.36 mg α-TE,,0.04 mg,0.03 mg,0.06 mg,0.00 μg,0.38 mg,58.12 μg,2.00 mg,8.98 μg,6.82 mg,368.41 mg,238.76 mg,30.30 mg,3.57 mg,0.91 mg,30.90 mg,70.01 mg,1.41 μg,,0.29 mg,0.56 mg
8735,豆干拌豆芽,"绿豆芽：100g豆腐干：25g精盐：0.5g白砂糖：1g芝麻油：1g酱油：1g白醋：2g甜椒：10g大蒜：2g, 绿豆芽：100g, 豆腐干：25g, 精盐：0.5g, 白砂糖：1g, 芝麻油：1g, 酱油：1g, 白醋：2g, 甜椒：10g, 大蒜：2g",84 kcal,5.68 g,3.96 g,7.03 g,2.16 μg RAE,,4.00 mg α-TE,,0.03 mg,0.03 mg,0.04 mg,0.00 μg,0.52 mg,39.44 μg,17.14 mg,2.77 μg,3.05 mg,367.10 mg,76.02 mg,37.40 mg,2.27 mg,0.69 mg,128.11 mg,67.00 mg,2.18 μg,14.58 μg,0.15 mg,0.35 mg
8736,青瓜拌豆腐丝,"黄瓜：50g豆腐丝：50g姜：2g大葱：3g精盐：0.5g芝麻油：1g, 黄瓜：50g, 豆腐丝：50g, 姜：2g, 大葱：3g, 精盐：0.5g, 芝麻油：1g",120 kcal,11.21 g,6.37 g,4.79 g,5.65 μg RAE,,5.82 mg α-TE,,0.03 mg,0.08 mg,0.00 mg,0.00 μg,0.38 mg,5.03 μg,4.63 mg,0.02 μg,3.00 mg,209.63 mg,94.57 mg,72.00 mg,4.87 mg,1.12 mg,116.27 mg,123.01 mg,0.91 μg,0.59 μg,0.18 mg,0.98 mg
8737,银芽肉丝,"绿豆芽：100g猪肉：60g豆油：5g精盐：0.5g姜：2g大葱：3g鸡精：0.5g, 绿豆芽：100g, 猪肉：60g, 豆油：5g, 精盐：0.5g, 姜：2g, 大葱：3g, 鸡精：0.5g",149 kcal,13.99 g,8.85 g,3.90 g,27.55 μg RAE,,4.85 mg α-TE,,0.34 mg,0.08 mg,0.03 mg,0.00 μg,3.56 mg,30.20 μg,4.13 mg,1.02 μg,,351.74 mg,222.16 mg,34.13 mg,2.26 mg,2.05 mg,20.47 mg,134.05 mg,6.00 μg,4.26 μg,0.13 mg,0.17 mg
8738,苋菜烧嫰豆腐,"苋菜：100g豆腐：60g豆油：5g精盐：0.5g江米酒：5g鸡精：0.5g豌豆淀粉：3g大蒜：2g, 苋菜：100g, 豆腐：60g, 豆油：5g, 精盐：0.5g, 江米酒：5g, 鸡精：0.5g, 豌豆淀粉：3g, 大蒜：2g",151 kcal,6.46 g,8.89 g,11.50 g,124.06 μg RAE,0.00 μg,9.64 mg α-TE,0.00 μg,0.07 mg,0.11 mg,0.03 mg,0.00 μg,0.61 mg,435.34 μg,30.14 mg,3.84 μg,10.98 mg,335.83 mg,441.89 mg,60.61 mg,3.82 mg,1.08 mg,248.30 mg,112.37 mg,0.93 μg,22.27 μg,0.10 mg,0.43 mg
8739,毛豆烩油菜,"毛豆：35g油菜：100g土盐：2g糖：1g辣椒：3g油：15g胡椒粉：1g蒜：3g芝麻油：2g, 毛豆：35g, 油菜：100g, 土盐：2g, 糖：1g, 辣椒：3g, 油：15g, 胡椒粉：1g, 蒜：3g, 芝麻油：2g",226 kcal,6.17 g,19.27 g,8.54 g,97.52 μg RAE,,16.22 mg α-TE,20.50 μg,0.07 mg,0.07 mg,0.08 mg,0.00 μg,1.10 mg,109.68 μg,13.98 mg,,19.60 mg,856.57 mg,360.63 mg,57.38 mg,2.69 mg,1.13 mg,200.72 mg,98.26 mg,1.90 μg,5.41 μg,0.25 mg,0.76 mg
8740,红豆杂粮饭,"赤小豆：10g薏米：5g黑米：10g小米：10g稻米：10g饮用水：150g, 赤小豆：10g, 薏米：5g, 黑米：10g, 小米：10g, 稻米：10g, 饮用水：150g",155 kcal,5.29 g,0.88 g,32.35 g,1.50 μg RAE,0.00 μg,1.96 mg α-TE,0.00 μg,0.11 mg,0.04 mg,0.00 mg,0.00 μg,1.44 mg,25.94 μg,0.00 mg,0.82 μg,8.00 mg,7.87 mg,166.10 mg,48.20 mg,1.70 mg,1.08 mg,23.10 mg,111.05 mg,1.60 μg,2.68 μg,0.17 mg,0.57 mg
8741,发面葱香饼,"小麦面粉：50g葱：20g酵母：1g精盐：1g花生油：5g, 小麦面粉：50g, 葱：20g, 酵母：1g, 精盐：1g, 花生油：5g",235 kcal,8.65 g,6.35 g,36.89 g,14.00 μg RAE,,2.36 mg α-TE,,0.31 mg,0.07 mg,0.04 mg,0.00 μg,1.49 mg,16.75 μg,4.20 mg,3.80 μg,20.90 mg,396.92 mg,123.79 mg,28.72 mg,0.90 mg,0.19 mg,31.78 mg,108.38 mg,3.93 μg,0.75 μg,0.05 mg,0.10 mg
8742,炝炒韭菜绿豆芽,"绿豆芽：100g韭菜：50g豆油：5g精盐：0.5g味精：1g醋：2g豌豆淀粉：3g姜：2g黄酒：2g, 绿豆芽：100g, 韭菜：50g, 豆油：5g, 精盐：0.5g, 味精：1g, 醋：2g, 豌豆淀粉：3g, 姜：2g, 黄酒：2g",89 kcal,3.40 g,5.32 g,7.84 g,67.50 μg RAE,0.00 μg,4.94 mg α-TE,36.90 μg,0.04 mg,0.05 mg,0.13 mg,0.00 μg,0.83 mg,55.47 μg,5.04 mg,2.15 μg,,312.59 mg,166.29 mg,31.39 mg,0.97 mg,0.43 mg,39.22 mg,44.75 mg,1.02 μg,4.53 μg,0.09 mg,0.34 mg
8743,荞麦面葱油饼,"荞麦面：25g小麦面粉：25g香葱：1g豆油：1g, 荞麦面：25g, 小麦面粉：25g, 香葱：1g, 豆油：1g",185 kcal,6.77 g,2.33 g,35.35 g,0.60 μg RAE,,2.34 mg α-TE,0.11 μg,0.19 mg,0.04 mg,0.02 mg,0.00 μg,1.35 mg,13.33 μg,0.09 mg,4.80 μg,10.45 mg,1.20 mg,124.76 mg,50.47 mg,1.93 mg,0.55 mg,26.35 mg,102.86 mg,2.41 μg,2.11 μg,0.12 mg,0.18 mg
8744,家常发面烧饼,"小麦面粉：50g酵母：1g花生油：10g精盐：1g红糖：5g, 小麦面粉：50g, 酵母：1g, 花生油：10g, 精盐：1g, 红糖：5g",294 kcal,8.37 g,11.26 g,40.74 g,0.00 μg RAE,,4.37 mg α-TE,,0.30 mg,0.06 mg,0.04 mg,0.00 μg,1.43 mg,11.65 μg,0.00 mg,3.80 μg,20.90 mg,395.93 mg,107.24 mg,27.92 mg,0.89 mg,0.17 mg,25.83 mg,104.48 mg,3.93 μg,0.75 μg,0.06 mg,0.09 mg
8745,香米饭,"米饭：150g花生油：3g饮用水：230g, 米饭：150g, 花生油：3g, 饮用水：230g",201 kcal,3.90 g,3.45 g,38.85 g,0.00 μg RAE,0.00 μg,1.26 mg α-TE,0.00 μg,0.03 mg,0.05 mg,0.00 mg,0.00 μg,2.85 mg,5.10 μg,0.00 mg,0.60 μg,18.45 mg,13.29 mg,49.63 mg,24.86 mg,2.04 mg,1.48 mg,22.36 mg,93.45 mg,0.60 μg,,0.09 mg,0.88 mg
8746,甜米糕,"小米：25g稻米：50g绵白糖：15g炼乳：10g花生油：5g鸡蛋：60g饮用水：150g, 小米：25g, 稻米：50g, 绵白糖：15g, 炼乳：10g, 花生油：5g, 鸡蛋：60g, 饮用水：150g",483 kcal,14.88 g,12.26 g,79.20 g,159.10 μg RAE,0.00 μg,3.94 mg α-TE,0.00 μg,0.21 mg,0.19 mg,0.00 mg,0.00 μg,1.56 mg,88.54 μg,0.20 mg,8.02 μg,177.35 mg,108.70 mg,253.65 mg,52.55 mg,3.01 mg,2.01 mg,81.05 mg,212.45 mg,11.38 μg,14.40 μg,0.39 mg,0.84 mg
8747,小米红枣南瓜粥,"枣：10g小米：25g南瓜：35g饮用水：100g冰糖：2g, 枣：10g, 小米：25g, 南瓜：35g, 饮用水：100g, 冰糖：2g",134 kcal,2.82 g,0.87 g,29.41 g,28.00 μg RAE,0.00 μg,1.34 mg α-TE,0.00 μg,0.09 mg,0.06 mg,0.00 mg,0.00 μg,0.61 mg,16.09 μg,4.20 mg,2.15 μg,12.65 mg,6.13 mg,176.17 mg,34.19 mg,1.68 mg,0.63 mg,27.71 mg,70.75 mg,1.45 μg,0.45 μg,0.18 mg,0.29 mg
8748,二米粥,"小米：25g稻米(代表值)：25g饮用水(农夫山泉牌)：100g, 小米：25g, 稻米(代表值)：25g, 饮用水(农夫山泉牌)：100g",177 kcal,4.23 g,1.01 g,38.08 g,2.00 μg RAE,0.00 μg,1.02 mg α-TE,0.00 μg,0.12 mg,0.04 mg,0.00 mg,0.00 μg,0.88 mg,13.33 μg,0.00 mg,2.06 μg,20.00 mg,5.63 mg,101.00 mg,35.50 mg,1.56 mg,0.90 mg,17.25 mg,85.25 mg,1.90 μg,0.55 μg,0.20 mg,0.50 mg
8749,红薯香米饭,"甘薯：50g稻米：25g饮用水：100g, 甘薯：50g, 稻米：25g, 饮用水：100g",117 kcal,2.33 g,0.33 g,26.95 g,31.50 μg RAE,0.00 μg,0.25 mg α-TE,0.00 μg,0.07 mg,0.02 mg,0.08 mg,0.00 μg,0.60 mg,15.73 μg,2.00 mg,1.33 μg,7.35 mg,40.00 mg,74.00 mg,17.25 mg,0.38 mg,0.51 mg,16.00 mg,41.00 mg,0.82 μg,0.45 μg,0.09 mg,0.32 mg
8750,薏仁小米红枣粥,"枣（干）：10g薏米[薏仁米，苡米]：25g小米：25g饮用水(农夫山泉牌)：100g, 枣（干）：10g, 薏米[薏仁米，苡米]：25g, 小米：25g, 饮用水(农夫山泉牌)：100g",208 kcal,5.77 g,1.66 g,43.34 g,2.10 μg RAE,0.00 μg,1.73 mg α-TE,0.00 μg,0.14 mg,0.09 mg,0.00 mg,0.00 μg,0.97 mg,12.27 μg,1.40 mg,1.73 μg,12.65 mg,6.70 mg,184.90 mg,53.35 mg,2.41 mg,1.00 mg,32.15 mg,116.60 mg,2.06 μg,0.20 μg,0.24 mg,0.60 mg
8751,鲜百合小米粥,"小米：50g百合(脱水)：20g饮用水(农夫山泉牌)：100g, 小米：50g, 百合(脱水)：20g, 饮用水(农夫山泉牌)：100g",250 kcal,6.12 g,1.57 g,53.37 g,4.00 μg RAE,0.00 μg,1.82 mg α-TE,0.00 μg,0.18 mg,0.05 mg,0.00 mg,0.00 μg,0.97 mg,27.38 μg,1.40 mg,3.45 μg,25.30 mg,20.21 mg,242.40 mg,63.10 mg,3.55 mg,1.23 mg,31.30 mg,128.90 mg,2.99 μg,0.40 μg,0.61 mg,0.56 mg
8752,小米燕麦粥,"小米：15g燕麦片：25g稻米(代表值)：10g饮用水(农夫山泉牌)：100g, 小米：15g, 燕麦片：25g, 稻米(代表值)：10g, 饮用水(农夫山泉牌)：100g",183 kcal,5.89 g,2.24 g,35.72 g,1.20 μg RAE,0.00 μg,1.35 mg α-TE,0.00 μg,0.15 mg,0.05 mg,0.00 mg,0.00 μg,0.73 mg,6.81 μg,0.00 mg,1.17 μg,10.53 mg,5.86 mg,109.30 mg,64.40 mg,2.63 mg,1.12 mg,58.45 mg,118.30 mg,2.07 μg,0.26 μg,0.22 mg,1.08 mg
8753,三色米糕,"优糯米：10g小米：10g高粱米：10g稻米：20g绵白糖：10g精盐：3g绿豆：10g饮用水：250g, 优糯米：10g, 小米：10g, 高粱米：10g, 稻米：20g, 绵白糖：10g, 精盐：3g, 绿豆：10g, 饮用水：250g",249 kcal,6.59 g,0.98 g,54.04 g,1.90 μg RAE,0.00 μg,1.83 mg α-TE,0.00 μg,0.13 mg,0.04 mg,0.00 mg,0.00 μg,1.12 mg,40.23 μg,0.00 mg,0.95 μg,10.94 mg,1191.64 mg,176.82 mg,50.06 mg,2.14 mg,1.12 mg,30.56 mg,117.00 mg,2.10 μg,1.76 μg,0.29 mg,0.66 mg
8754,南瓜米香饼,"南瓜：35g小米：25g小麦面粉：50g酵母：2g花生油：5g蜂蜜：10g, 南瓜：35g, 小米：25g, 小麦面粉：50g, 酵母：2g, 花生油：5g, 蜂蜜：10g",363 kcal,9.64 g,6.79 g,66.56 g,27.90 μg RAE,,3.30 mg α-TE,,0.28 mg,0.14 mg,0.03 mg,0.00 μg,1.90 mg,21.63 μg,3.10 mg,4.05 μg,36.10 mg,2.92 mg,188.60 mg,45.85 mg,2.38 mg,0.78 mg,32.47 mg,161.56 mg,4.77 μg,1.20 μg,0.18 mg,0.30 mg
8755,小米大米粥,"稻米(代表值)：25g小米：25g饮用水(农夫山泉牌)：100g, 稻米(代表值)：25g, 小米：25g, 饮用水(农夫山泉牌)：100g",177 kcal,4.23 g,1.01 g,38.08 g,2.00 μg RAE,0.00 μg,1.02 mg α-TE,0.00 μg,0.12 mg,0.04 mg,0.00 mg,0.00 μg,0.88 mg,13.33 μg,0.00 mg,2.06 μg,20.00 mg,5.63 mg,101.00 mg,35.50 mg,1.56 mg,0.90 mg,17.25 mg,85.25 mg,1.90 μg,0.55 μg,0.20 mg,0.50 mg
8756,鸡蛋炒凉瓜,"鸡蛋：60g苦瓜：100g豆油：3g精盐：0.5g味精：1g胡椒粉：1g, 鸡蛋：60g, 苦瓜：100g, 豆油：3g, 精盐：0.5g, 味精：1g, 胡椒粉：1g",139 kcal,9.36 g,8.28 g,7.38 g,161.10 μg RAE,,4.32 mg α-TE,,0.08 mg,0.15 mg,,,0.54 mg,67.98 μg,56.00 mg,5.64 μg,150.00 mg,359.76 mg,350.14 mg,25.45 mg,1.83 mg,0.93 mg,49.12 mg,114.97 mg,8.84 μg,15.28 μg,0.17 mg,0.21 mg
8757,豆豉凉瓜,"苦瓜：150g豆油：5g精盐：0.5g五香豆豉：2g大蒜：2g, 苦瓜：150g, 豆油：5g, 精盐：0.5g, 五香豆豉：2g, 大蒜：2g",86 kcal,2.07 g,5.21 g,8.69 g,12.06 μg RAE,,6.76 mg α-TE,,0.05 mg,0.05 mg,,,0.62 mg,,84.14 mg,,,206.23 mg,404.56 mg,31.62 mg,1.25 mg,0.66 mg,23.12 mg,56.05 mg,0.70 μg,2.55 μg,0.12 mg,0.33 mg
